종목코드,종목명,시장,업종,현재가,전일대비,등락률,갱신시각
051390,YW,코스닥,상품 종합 도매업,4130,0,0.00,2026-09-16 08:41
051490,나라엠앤디,코스닥,특수 목적용 기계 제조업,2710,0,0.00,2026-09-16 08:41
051500,CJ프레시웨이,코스닥,음·식료품 및 담배 도매업,22700,0,0.00,2026-09-16 08:41
051600,한전KPS,유가,전기 및 통신 공사업,47600,0,0.00,2026-09-16 08:41
051630,진양화학,유가,플라스틱제품 제조업,1367,0,0.00,2026-09-16 08:41
051780,큐로홀딩스,코스닥,음·식료품 및 담배 소매업,2695,0,0.00,2026-09-16 08:41
051900,LG생활건강,유가,기타 화학제품 제조업,302000,0,0.00,2026-09-16 08:41
051905,LG생활건강우,유가,기타 화학제품 제조업,107100,0,0.00,2026-09-16 08:41
051910,LG화학,유가,기초 화학물질 제조업,271500,0,0.00,2026-09-16 08:41
051915,LG화학우,유가,기초 화학물질 제조업,120600,0,0.00,2026-09-16 08:41
051980,중앙첨단소재,코스닥,통신 및 방송 장비 제조업,1035,0,0.00,2026-09-16 08:41
052020,에스티큐브,코스닥,기계장비 및 관련 물품 도매업,7390,0,0.00,2026-09-16 08:41
052220,iMBC,코스닥,영상·오디오물 제공 서비스업,1879,0,0.00,2026-09-16 08:41
052260,현대바이오랜드,코스닥,기타 화학제품 제조업,3935,0,0.00,2026-09-16 08:41
052300,오션인더블유,코스닥,상품 종합 도매업,1413,0,0.00,2026-09-16 08:41
052330,코텍,코스닥,영상 및 음향기기 제조업,10930,0,0.00,2026-09-16 08:41
052400,코나아이,코스닥,소프트웨어 개발 및 공급업,37800,0,0.00,2026-09-16 08:41
052420,오성첨단소재,코스닥,플라스틱제품 제조업,9780,0,0.00,2026-09-16 08:41
052460,아이크래프트,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",5710,0,0.00,2026-09-16 08:41
052600,한네트,코스닥,전기 통신업,2985,0,0.00,2026-09-16 08:41
052690,한전기술,유가,"건축기술, 엔지니어링 및 관련 기술 서비스업",143800,0,0.00,2026-09-16 08:41
052710,아모텍,코스닥,전자부품 제조업,15910,0,0.00,2026-09-16 08:41
052770,아이톡시,코스닥,소프트웨어 개발 및 공급업,312,0,0.00,2026-09-16 08:41
052790,액토즈소프트,코스닥,소프트웨어 개발 및 공급업,4205,0,0.00,2026-09-16 08:41
052860,아이앤씨,코스닥,반도체 제조업,6690,0,0.00,2026-09-16 08:41
052900,KX하이텍,코스닥,플라스틱제품 제조업,949,0,0.00,2026-09-16 08:41
052960,태양3C,코넥스,자동차 부품 및 내장품 판매업,3585,0,0.00,2026-09-16 08:41
053030,바이넥스,코스닥,의약품 제조업,6380,0,0.00,2026-09-16 08:41
053050,지에스이,코스닥,연료용 가스 제조 및 배관공급업,1936,0,0.00,2026-09-16 08:41
053060,세동,코스닥,자동차 신품 부품 제조업,1249,0,0.00,2026-09-16 08:41
053080,케이엔솔,코스닥,일반 목적용 기계 제조업,8690,0,0.00,2026-09-16 08:41
053160,프리엠스,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",10580,0,0.00,2026-09-16 08:41
053210,스카이라이프,유가,텔레비전 방송업,4035,0,0.00,2026-09-16 08:41
053260,금강철강,코스닥,1차 철강 제조업,7790,0,0.00,2026-09-16 08:41
053270,구영테크,코스닥,자동차 신품 부품 제조업,1957,0,0.00,2026-09-16 08:41
053280,예스24,코스닥,무점포 소매업,2965,0,0.00,2026-09-16 08:41
053290,NE능률,코스닥,"서적, 잡지 및 기타 인쇄물 출판업",1558,0,0.00,2026-09-16 08:41
053300,한국정보인증,코스닥,소프트웨어 개발 및 공급업,5500,0,0.00,2026-09-16 08:41
053350,이니텍,코스닥,소프트웨어 개발 및 공급업,4500,0,0.00,2026-09-16 08:41
053450,세코닉스,코스닥,사진장비 및 광학기기 제조업,2940,0,0.00,2026-09-16 08:41
053580,웹케시,코스닥,소프트웨어 개발 및 공급업,7050,0,0.00,2026-09-16 08:41
053610,프로텍,코스닥,특수 목적용 기계 제조업,61100,0,0.00,2026-09-16 08:41
053620,태양,코스닥,기타 금속 가공제품 제조업,6870,0,0.00,2026-09-16 08:41
053690,한미글로벌,유가,"건축기술, 엔지니어링 및 관련 기술 서비스업",23050,0,0.00,2026-09-16 08:41
053700,삼보모터스,코스닥,자동차 신품 부품 제조업,3910,0,0.00,2026-09-16 08:41
053800,안랩,코스닥,소프트웨어 개발 및 공급업,63600,0,0.00,2026-09-16 08:41
053950,경남제약,코스닥,의약품 제조업,2295,0,0.00,2026-09-16 08:41
053980,오상자이엘,코스닥,소프트웨어 개발 및 공급업,2435,0,0.00,2026-09-16 08:41
054040,한국컴퓨터,코스닥,전자부품 제조업,4430,0,0.00,2026-09-16 08:41
054050,NH농우바이오,코스닥,작물 재배업,7050,0,0.00,2026-09-16 08:41
054090,삼진엘앤디,코스닥,그외 기타 제품 제조업,1037,0,0.00,2026-09-16 08:41
054180,메디콕스,코스닥,선박 및 보트 건조업,2295,0,0.00,2026-09-16 08:41
054210,이랜텍,코스닥,전자부품 제조업,7020,0,0.00,2026-09-16 08:41
054220,비츠로시스,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1597,0,0.00,2026-09-16 08:41
054300,팬스타엔터프라이즈,코스닥,일반 목적용 기계 제조업,1113,0,0.00,2026-09-16 08:41
054410,케이피티유,코스닥,기타 전문 도매업,3410,0,0.00,2026-09-16 08:41
054450,텔레칩스,코스닥,반도체 제조업,9210,0,0.00,2026-09-16 08:41
054540,삼영엠텍,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",6510,0,0.00,2026-09-16 08:41
054620,APS,코스닥,기타 금융업,3795,0,0.00,2026-09-16 08:41
054670,대한뉴팜,코스닥,의약품 제조업,5510,0,0.00,2026-09-16 08:41
054780,키이스트,코스닥,"영화, 비디오물, 방송프로그램 제작 및 배급업",1305,0,0.00,2026-09-16 08:41
054800,아이디스홀딩스,코스닥,기타 전문 서비스업,14970,0,0.00,2026-09-16 08:41
054920,한컴위드,코스닥,소프트웨어 개발 및 공급업,5230,0,0.00,2026-09-16 08:41
054930,유신,코스닥,"건축기술, 엔지니어링 및 관련 기술 서비스업",17870,0,0.00,2026-09-16 08:41
054940,엑사이엔씨,코스닥,실내건축 및 건축마무리 공사업,3810,0,0.00,2026-09-16 08:41
054950,제이브이엠,코스닥,일반 목적용 기계 제조업,23050,0,0.00,2026-09-16 08:41
055490,테이팩스,유가,플라스틱제품 제조업,15200,0,0.00,2026-09-16 08:41
055550,신한지주,유가,기타 금융업,112200,0,0.00,2026-09-16 08:41
056080,유진로봇,코스닥,특수 목적용 기계 제조업,12110,0,0.00,2026-09-16 08:41
056090,시지메드텍,코스닥,의료용 기기 제조업,1190,0,0.00,2026-09-16 08:41
056190,SFA,코스닥,특수 목적용 기계 제조업,28800,0,0.00,2026-09-16 08:41
056360,코위버,코스닥,통신 및 방송 장비 제조업,5750,0,0.00,2026-09-16 08:41
056700,신화인터텍,코스닥,플라스틱제품 제조업,1423,0,0.00,2026-09-16 08:41
056730,CNT85,코스닥,건물 건설업,1255,0,0.00,2026-09-16 08:41
057030,YBM넷,코스닥,교육지원 서비스업,2105,0,0.00,2026-09-16 08:41
057540,옴니시스템,코스닥,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",577,0,0.00,2026-09-16 08:41
057680,티사이언티픽,코스닥,소프트웨어 개발 및 공급업,1732,0,0.00,2026-09-16 08:41
058110,멕아이씨에스,코스닥,의료용 기기 제조업,1518,0,0.00,2026-09-16 08:41
058400,KNN,코스닥,텔레비전 방송업,6130,0,0.00,2026-09-16 08:41
058430,포스코스틸리온,유가,1차 철강 제조업,4725,0,0.00,2026-09-16 08:41
058450,한주에이알티,코스닥,"영화, 비디오물, 방송프로그램 제작 및 배급업",1189,0,0.00,2026-09-16 08:41
058470,리노공업,코스닥,전자부품 제조업,64300,0,0.00,2026-09-16 08:41
058610,에스피지,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",102800,0,0.00,2026-09-16 08:41
058630,엠게임,코스닥,소프트웨어 개발 및 공급업,3945,0,0.00,2026-09-16 08:41
058650,세아홀딩스,유가,1차 철강 제조업,131900,0,0.00,2026-09-16 08:41
058730,다스코,유가,"구조용 금속제품, 탱크 및 증기발생기 제조업",3295,0,0.00,2026-09-16 08:41
058820,CMG제약,코스닥,의약품 제조업,564,0,0.00,2026-09-16 08:41
058850,KTcs,유가,기타 정보 서비스업,2135,0,0.00,2026-09-16 08:41
058860,KTis,유가,기타 정보 서비스업,2505,0,0.00,2026-09-16 08:41
058970,엠로,코스닥,소프트웨어 개발 및 공급업,16350,0,0.00,2026-09-16 08:41
059090,미코,코스닥,반도체 제조업,19720,0,0.00,2026-09-16 08:41
059100,아이컴포넌트,코스닥,전자부품 제조업,6390,0,0.00,2026-09-16 08:41
059120,아진엑스텍,코스닥,반도체 제조업,7070,0,0.00,2026-09-16 08:41
059180,엔더블유시,코넥스,통신 및 방송 장비 제조업,3985,0,0.00,2026-09-16 08:41
059210,메타바이오메드,코스닥,의료용품 및 기타 의약 관련제품 제조업,3820,0,0.00,2026-09-16 08:41
059270,해성에어로보틱스,코스닥,기타 금속 가공제품 제조업,4880,0,0.00,2026-09-16 08:41
060150,인선이엔티,코스닥,폐기물 처리업,2935,0,0.00,2026-09-16 08:41
060230,제이케이시냅스,코스닥,기타 화학제품 제조업,1172,0,0.00,2026-09-16 08:41
060250,NHN KCP,코스닥,금융 지원 서비스업,14090,0,0.00,2026-09-16 08:41
060260,뉴보텍,코스닥,플라스틱제품 제조업,999,0,0.00,2026-09-16 08:41
060280,큐렉소,코스닥,기타 상품 전문 소매업,7970,0,0.00,2026-09-16 08:41
060310,3S,코스닥,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1142,0,0.00,2026-09-16 08:41
060370,LS마린솔루션,코스닥,전기 및 통신 공사업,32450,0,0.00,2026-09-16 08:41
060380,동양에스텍,코스닥,1차 철강 제조업,1285,0,0.00,2026-09-16 08:41
060480,국일신동,코스닥,1차 비철금속 제조업,1600,0,0.00,2026-09-16 08:41
060540,에스에이티,코스닥,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1470,0,0.00,2026-09-16 08:41
